loan_amnt,loan_term_year,grade,int_rate,purpose,annual_inc,emp_length,verification_status,home_ownership,addr_state,dti,total_acc,total_pymnt,recoveries,collection_recovery_fee,loan_status,repaid,annual_return
10000,5,C,13.72,debt_consolidation,70000.0,10+ years,Source Verified,MORTGAGE,NY,24.72,19.0,13362.3981715351,0.0,0.0,Fully Paid,1,0.20380408752652635
18000,3,A,5.79,debt_consolidation,175000.0,1 year,Verified,RENT,CA,13.54,26.0,19651.856940517104,0.0,0.0,Fully Paid,1,0.11997587724292025
12000,3,A,5.79,other,30000.0,5 years,Source Verified,RENT,TX,23.52,17.0,13101.224035427202,0.0,0.0,Fully Paid,1,0.11997587724292313
7875,3,B,9.99,medical,290000.0,< 1 year,Source Verified,MORTGAGE,CA,5.33,29.0,8601.0553627115,0.0,0.0,Fully Paid,1,0.10411929729547875
4000,3,A,5.42,small_business,72500.0,4 years,Not Verified,MORTGAGE,NY,8.33,33.0,4069.94,0.0,0.0,Fully Paid,1,0.04991792972438258
17000,3,B,8.88,debt_consolidation,72194.0,8 years,Verified,RENT,NY,15.18,41.0,19054.7445460528,0.0,0.0,Fully Paid,1,0.13599194829926353
20000,5,F,18.17,credit_card,120000.0,10+ years,Verified,MORTGAGE,CA,9.72,25.0,23678.3962148315,0.0,0.0,Fully Paid,1,0.15329841664735855
19000,3,A,6.91,debt_consolidation,104000.0,2 years,Source Verified,MORTGAGE,NY,15.77,38.0,20412.400313733,0.0,0.0,Fully Paid,1,0.09044386145371464
7000,5,F,18.17,debt_consolidation,49000.0,1 year,Not Verified,RENT,FL,2.35,4.0,4631.35,288.36,2.8,Charged Off,0,-0.281411950271519
2000,3,C,13.72,other,51996.0,2 years,Not Verified,RENT,NY,17.72,19.0,2450.9988957604,0.0,0.0,Fully Paid,1,0.19603278931061419
12000,3,A,6.91,debt_consolidation,97000.0,< 1 year,Verified,MORTGAGE,CA,10.0,33.0,13321.2279036725,0.0,0.0,Fully Paid,1,0.1332254468286127
4800,3,C,13.35,debt_consolidation,26085.0,2 years,Not Verified,RENT,TX,14.72,4.0,5850.280966198199,0.0,0.0,Fully Paid,1,0.19133744836836653
6000,3,A,5.42,car,70000.0,6 years,Not Verified,MORTGAGE,NY,8.07,45.0,6515.019806986203,0.0,0.0,Fully Paid,1,0.11563188114084588
20000,3,A,6.54,debt_consolidation,156000.0,< 1 year,Verified,RENT,CA,6.42,46.0,22047.612195208203,0.0,0.0,Fully Paid,1,0.10801123766904341
5000,3,D,14.09,medical,120000.0,10+ years,Source Verified,OWN,NY,1.25,4.0,6120.4480710339,0.0,0.0,Fully Paid,1,0.200745888447452
3000,5,D,14.83,other,42000.0,4 years,Source Verified,RENT,NY,14.09,24.0,4265.929998229,0.0,0.0,Fully Paid,1,0.23500799948523166
10000,5,E,16.69,debt_consolidation,45000.0,6 years,Source Verified,MORTGAGE,TX,23.39,26.0,14519.6972446427,0.0,0.0,Fully Paid,1,0.25293663282684564
5000,3,B,9.99,car,130000.0,2 years,Source Verified,MORTGAGE,IL,12.54,41.0,5807.8104888662,0.0,0.0,Fully Paid,1,0.1704503534168449
15000,3,A,6.17,home_improvement,96300.0,10+ years,Verified,MORTGAGE,IL,20.11,20.0,16159.197026798702,0.0,0.0,Fully Paid,1,0.10364788966932226
3250,5,D,14.83,credit_card,23000.0,3 years,Verified,RENT,CA,23.43,26.0,4621.5850300407,0.0,0.0,Fully Paid,1,0.23500799948522189
7000,3,C,12.98,wedding,60000.0,3 years,Source Verified,RENT,FL,19.8,26.0,4465.060000000002,228.76,2.44,Charged Off,0,-0.4314092926213403
24000,3,A,6.54,moving,160000.0,3 years,Verified,MORTGAGE,FL,9.23,48.0,26496.714960227204,0.0,0.0,Fully Paid,1,0.12883163603439618
25000,5,D,14.46,debt_consolidation,97920.0,4 years,Source Verified,RENT,NY,13.46,24.0,12254.3,1109.47,10.73,Charged Off,0,-0.5420024796654164
7000,3,D,14.09,debt_consolidation,40000.0,1 year,Not Verified,MORTGAGE,NJ,15.18,8.0,8382.172270222603,0.0,0.0,Fully Paid,1,0.17848055596471246
12000,5,B,9.99,moving,180000.0,10+ years,Source Verified,RENT,CA,12.41,20.0,15294.251280286302,0.0,0.0,Fully Paid,1,0.17041339134757627
5000,3,C,12.61,credit_card,70000.0,3 years,Source Verified,RENT,CA,24.26,34.0,5576.58,4390.86,1536.68,Charged Off,0,-0.3376754829226042
10000,3,A,6.54,debt_consolidation,78000.0,9 years,Source Verified,MORTGAGE,CA,15.38,20.0,10055.16,0.0,0.0,Fully Paid,1,0.03858812061287864
20000,3,A,6.91,debt_consolidation,115000.0,4 years,Verified,MORTGAGE,TX,8.13,25.0,22077.2866962391,0.0,0.0,Fully Paid,1,0.11239112078092028
24000,3,B,9.25,debt_consolidation,125004.0,10+ years,Verified,RENT,IL,10.03,31.0,26714.6781328854,0.0,0.0,Fully Paid,1,0.1184262735166064
12000,3,D,14.46,debt_consolidation,65000.0,3 years,Verified,RENT,FL,17.54,22.0,14864.0429823945,0.0,0.0,Fully Paid,1,0.22659315849587625
9800,3,B,10.36,other,102000.0,6 years,Verified,MORTGAGE,TX,13.24,14.0,11444.090351272,0.0,0.0,Fully Paid,1,0.17500119744594778
3500,3,B,8.88,home_improvement,55000.0,< 1 year,Verified,RENT,NY,4.19,7.0,3999.9389386374,0.0,0.0,Fully Paid,1,0.15690019079459927
1400,5,F,18.54,debt_consolidation,51000.0,10+ years,Not Verified,OWN,NY,23.32,66.0,488.73,1.2,0.0,Charged Off,0,-0.8022749668055041
4000,5,C,13.35,debt_consolidation,30000.0,< 1 year,Source Verified,RENT,NJ,19.32,19.0,5246.94701224,0.0,0.0,Fully Paid,1,0.1987970625834956
8000,3,A,6.91,wedding,18000.0,3 years,Not Verified,RENT,CA,1.0,19.0,8605.5833055006,0.0,0.0,Fully Paid,1,0.09044386145371175
7000,3,B,9.99,major_purchase,81000.0,4 years,Not Verified,OWN,TX,4.4,17.0,8130.824297415799,0.0,0.0,Fully Paid,1,0.1704503534168358
10000,3,A,6.91,debt_consolidation,52000.0,1 year,Verified,RENT,CA,21.81,27.0,11101.1126014697,0.0,0.0,Fully Paid,1,0.1332254468286067
15000,3,D,15.57,small_business,85000.0,< 1 year,Source Verified,RENT,NY,2.84,5.0,18687.2907775481,0.0,0.0,Fully Paid,1,0.21977717610406655
9600,5,B,9.25,medical,51600.0,10+ years,Verified,MORTGAGE,FL,15.95,11.0,4746.32,387.09,3.84,Charged Off,0,-0.47972064121761393
6000,3,A,5.42,other,86000.0,10+ years,Not Verified,RENT,NJ,7.66,21.0,6515.0520161883,0.0,0.0,Fully Paid,1,0.11563188114084588
20000,3,A,6.91,other,98000.0,2 years,Verified,RENT,IL,0.92,13.0,22128.73109264,0.0,0.0,Fully Paid,1,0.11239112078092028
7000,3,B,9.25,debt_consolidation,84000.0,3 years,Source Verified,RENT,FL,4.33,5.0,1624.550000000129,272.5,2.77,Charged Off,0,-0.9811412956673906
10000,3,A,6.17,credit_card,60000.0,1 year,Not Verified,RENT,CA,18.94,25.0,10980.123744075096,0.0,0.0,Fully Paid,1,0.12445434422015333
5000,3,C,12.61,debt_consolidation,24000.0,2 years,Verified,RENT,CA,13.4,9.0,5901.0421926199,0.0,0.0,Fully Paid,1,0.18199978103906989
25000,3,E,16.32,debt_consolidation,85000.0,9 years,Source Verified,MORTGAGE,CA,22.48,37.0,13294.68,1.68,0.0,Charged Off,0,-0.5692995521395752
4800,3,A,6.54,debt_consolidation,60000.0,4 years,Source Verified,RENT,NY,5.08,17.0,5294.5516396467,0.0,0.0,Fully Paid,1,0.10801123766904919
25000,3,B,9.99,other,120000.0,7 years,Verified,RENT,CA,6.75,11.0,28609.3609754854,0.0,0.0,Fully Paid,1,0.14950060826484624
10000,3,A,5.79,debt_consolidation,30000.0,3 years,Not Verified,RENT,NY,14.28,22.0,10917.8110471556,0.0,0.0,Fully Paid,1,0.11997587724292025
6300,3,B,9.62,medical,60000.0,4 years,Verified,MORTGAGE,IL,13.0,47.0,7132.6699274803,0.0,0.0,Fully Paid,1,0.14498069281006032
5750,5,B,9.99,car,78000.0,< 1 year,Not Verified,MORTGAGE,IL,15.34,32.0,6805.4629004535,0.0,0.0,Fully Paid,1,0.13703635796130187
25000,3,B,9.62,home_improvement,83000.0,10+ years,Verified,MORTGAGE,TX,14.08,44.0,28284.0182043331,0.0,0.0,Fully Paid,1,0.14498069281006631
10000,3,B,9.99,home_improvement,51000.0,1 year,Not Verified,MORTGAGE,TX,3.29,11.0,11615.3900535246,0.0,0.0,Fully Paid,1,0.1704503534168449
10000,3,A,6.91,other,62000.0,2 years,Not Verified,MORTGAGE,NY,15.1,31.0,11006.084490954408,0.0,0.0,Fully Paid,1,0.11239112078092028
15675,3,A,6.54,debt_consolidation,63000.0,1 year,Source Verified,RENT,IL,18.76,21.0,17137.212631686598,0.0,0.0,Fully Paid,1,0.10801123766903764
25000,3,B,10.36,debt_consolidation,85000.0,10+ years,Verified,MORTGAGE,TX,24.56,52.0,28748.87109026381,0.0,0.0,Fully Paid,1,0.15403763621442113
15000,5,E,17.43,debt_consolidation,55404.0,1 year,Source Verified,RENT,CA,14.53,12.0,21236.5619152231,0.0,0.0,Fully Paid,1,0.2467797790546018
10000,3,A,6.54,home_improvement,83000.0,3 years,Not Verified,RENT,FL,17.05,11.0,11040.416624296004,0.0,0.0,Fully Paid,1,0.12883163603440506
4000,3,A,5.79,car,75000.0,2 years,Verified,MORTGAGE,TX,10.75,36.0,4307.160638083,0.0,0.0,Fully Paid,1,0.09918376097192905
2000,3,A,6.54,credit_card,26400.0,2 years,Source Verified,RENT,CA,20.41,27.0,2208.1368914785003,0.0,0.0,Fully Paid,1,0.12883163603439907
10000,3,C,13.35,wedding,54000.0,1 year,Source Verified,RENT,TX,12.47,13.0,12029.244746390395,0.0,0.0,Fully Paid,1,0.19133744836837896
6000,3,B,10.36,credit_card,60000.0,< 1 year,Source Verified,RENT,NJ,19.44,16.0,6947.964845655,0.0,0.0,Fully Paid,1,0.15403763621441802
11000,3,A,6.91,debt_consolidation,126000.0,< 1 year,Source Verified,MORTGAGE,CA,12.27,14.0,12124.9364739674,0.0,0.0,Fully Paid,1,0.11239112078092317
14000,3,A,5.79,medical,150000.0,10+ years,Verified,MORTGAGE,CA,6.66,19.0,15284.8269485955,0.0,0.0,Fully Paid,1,0.11997587724291137
11500,3,A,6.91,debt_consolidation,72000.0,5 years,Source Verified,MORTGAGE,CA,15.32,17.0,12766.2464726036,0.0,0.0,Fully Paid,1,0.13322544682862159
12700,5,C,12.98,credit_card,74800.0,7 years,Not Verified,MORTGAGE,FL,17.9,24.0,17338.2399684537,0.0,0.0,Fully Paid,1,0.2175309760372135
10000,3,D,14.83,debt_consolidation,78652.0,7 years,Not Verified,MORTGAGE,TX,23.07,22.0,12480.852340170672,0.0,0.0,Fully Paid,1,0.23135575418860443
6000,3,A,5.79,car,51000.0,6 years,Not Verified,MORTGAGE,NY,1.37,10.0,6550.6640499605,0.0,0.0,Fully Paid,1,0.11997587724292313
10000,5,B,9.62,debt_consolidation,111000.0,10+ years,Source Verified,MORTGAGE,TX,13.82,37.0,12637.203367430198,0.0,0.0,Fully Paid,1,0.17329367989190247
8000,5,B,9.99,home_improvement,75000.0,6 years,Source Verified,MORTGAGE,CA,4.99,21.0,10193.28,0.0,0.0,Fully Paid,1,0.17041339134757627
20000,5,E,6.0,medical,73000.0,1 year,Source Verified,RENT,CA,15.34,7.0,29112.5959350286,0.0,0.0,Fully Paid,1,0.21927616212922163
4600,5,E,16.69,small_business,20000.0,4 years,Verified,RENT,CA,7.92,6.0,4851.780580024,0.0,0.0,Fully Paid,1,0.07731819537359241
24000,3,B,9.25,credit_card,105000.0,6 years,Source Verified,RENT,TX,15.59,38.0,25352.733988771,0.0,0.0,Fully Paid,1,0.09516819012421207
15800,3,C,13.72,home_improvement,36000.0,10+ years,Source Verified,MORTGAGE,IL,15.1,7.0,19364.5887744925,0.0,0.0,Fully Paid,1,0.21712157514178454
3100,3,C,13.35,debt_consolidation,31200.0,< 1 year,Verified,RENT,TX,24.85,11.0,3611.2036469602,0.0,0.0,Fully Paid,1,0.16910468413038116
14400,5,D,14.83,other,84996.0,4 years,Verified,RENT,NY,22.07,19.0,15602.445177873702,0.0,0.0,Fully Paid,1,0.09354140240884412
12000,5,B,9.25,debt_consolidation,35000.0,7 years,Not Verified,RENT,NY,3.63,9.0,15033.5073230578,0.0,0.0,Fully Paid,1,0.16085543662249768
2100,3,D,14.83,credit_card,14400.0,< 1 year,Not Verified,RENT,FL,18.75,7.0,2575.9619567644,0.0,0.0,Fully Paid,1,0.2102256226852175
5500,3,A,6.54,credit_card,50000.0,5 years,Source Verified,RENT,TX,22.27,30.0,6072.4052007814,0.0,0.0,Fully Paid,1,0.12883163603440217
7000,3,A,6.17,credit_card,50400.0,6 years,Not Verified,RENT,CA,15.45,17.0,7573.7681189758,0.0,0.0,Fully Paid,1,0.10364788966931071
10000,3,A,6.17,major_purchase,85000.0,5 years,Not Verified,RENT,TX,15.39,36.0,10444.4944155325,0.0,0.0,Fully Paid,1,0.08173378553078914
10000,3,B,9.62,other,80004.0,5 years,Verified,RENT,NY,10.59,19.0,10773.1603361928,0.0,0.0,Fully Paid,1,0.09963519925097963
16000,5,E,15.95,other,75000.0,3 years,Verified,MORTGAGE,CA,16.4,34.0,23431.31999999856,0.0,0.0,Fully Paid,1,0.25811833249387184
18200,3,B,8.88,debt_consolidation,36000.0,4 years,Verified,RENT,TX,22.03,13.0,20800.1592550547,0.0,0.0,Fully Paid,1,0.15690019079460238
7000,3,D,14.09,debt_consolidation,61240.0,4 years,Not Verified,MORTGAGE,TX,13.38,20.0,8624.5443874681,0.0,0.0,Fully Paid,1,0.2218484543049979
9000,5,B,10.36,car,85000.0,10+ years,Source Verified,MORTGAGE,FL,20.34,36.0,578.49,2.91,0.0,Charged Off,0,-0.999999999739511
1200,5,C,12.61,vacation,45530.0,2 years,Not Verified,RENT,NY,4.56,18.0,1599.2358001992002,0.0,0.0,Fully Paid,1,0.20492539337434001
20000,3,A,6.54,debt_consolidation,120000.0,1 year,Verified,RENT,NJ,15.31,16.0,22080.635819056595,0.0,0.0,Fully Paid,1,0.12883163603440506
8200,5,B,9.25,car,27600.0,10+ years,Not Verified,OWN,FL,13.17,11.0,10272.8330043754,0.0,0.0,Fully Paid,1,0.16085543662250057
10000,5,E,16.32,debt_consolidation,65004.0,< 1 year,Verified,RENT,NJ,11.54,15.0,14692.8585380085,0.0,0.0,Fully Paid,1,0.2556423101830043
5000,3,C,13.35,debt_consolidation,50000.0,3 years,Source Verified,OWN,NY,19.08,18.0,6101.4178962604,0.0,0.0,Fully Paid,1,0.21241245476679094
15000,3,B,8.88,debt_consolidation,43000.0,5 years,Verified,MORTGAGE,FL,13.59,27.0,17108.3988049404,0.0,0.0,Fully Paid,1,0.13599194829925154
25000,5,G,20.77,debt_consolidation,80000.0,2 years,Verified,RENT,CA,21.7,19.0,39267.8820875161,0.0,0.0,Fully Paid,1,0.31157965815012
6000,3,C,12.98,major_purchase,54000.0,10+ years,Verified,RENT,CA,11.93,15.0,7276.485015173386,0.0,0.0,Fully Paid,1,0.20772102717459506
25000,5,E,16.69,debt_consolidation,140000.0,10+ years,Verified,MORTGAGE,TX,9.93,28.0,35824.0085206254,0.0,0.0,Fully Paid,1,0.252936632826849
6000,3,B,8.88,debt_consolidation,46500.0,1 year,Verified,RENT,NJ,13.94,7.0,6828.0580278863,0.0,0.0,Fully Paid,1,0.13599194829925154
13800,3,A,6.91,debt_consolidation,43000.0,4 years,Source Verified,MORTGAGE,FL,11.16,14.0,14915.903894288,0.0,0.0,Fully Paid,1,0.1123911207809174
6000,3,A,5.79,debt_consolidation,29496.0,5 years,Not Verified,RENT,TX,21.52,14.0,6336.798740911,0.0,0.0,Fully Paid,1,0.07728671834687284
7500,3,C,13.72,debt_consolidation,110000.0,8 years,Verified,MORTGAGE,CA,8.39,25.0,9090.8199528441,0.0,0.0,Fully Paid,1,0.19603278931060486
23000,5,C,12.61,debt_consolidation,42132.0,7 years,Verified,RENT,CA,12.87,15.0,29259.358610628296,0.0,0.0,Fully Paid,1,0.18038835824266153
2500,3,C,12.98,debt_consolidation,57000.0,1 year,Source Verified,RENT,NJ,3.52,10.0,3031.9077128309004,0.0,0.0,Fully Paid,1,0.20772102717458552
8000,5,C,13.72,debt_consolidation,50000.0,10+ years,Source Verified,MORTGAGE,FL,20.28,13.0,11069.939999998898,0.0,0.0,Fully Paid,1,0.21986888276437755
21250,3,A,6.91,credit_card,51060.0,10+ years,Verified,RENT,IL,24.56,10.0,22190.2155763811,0.0,0.0,Fully Paid,1,0.06730925669281507
15000,5,G,20.03,debt_consolidation,65000.0,3 years,Verified,MORTGAGE,TX,19.42,30.0,23040.4734585642,0.0,0.0,Fully Paid,1,0.29258513116630525
15000,3,A,6.54,debt_consolidation,150000.0,3 years,Verified,MORTGAGE,CA,11.01,24.0,15783.994023786,0.0,0.0,Fully Paid,1,0.08608054463648096
4000,5,C,13.72,other,36000.0,3 years,Not Verified,MORTGAGE,CA,21.27,31.0,847.500000000001,0.22,0.0,Charged Off,0,-0.9588812133442836
12000,3,B,9.99,credit_card,93000.0,< 1 year,Not Verified,RENT,CA,9.73,15.0,13929.083409846698,0.0,0.0,Fully Paid,1,0.14950060826484335
2000,3,C,12.61,credit_card,33000.0,< 1 year,Source Verified,RENT,TX,4.55,26.0,1590.830000000005,54.07,0.6,Charged Off,0,-0.1985518481101759
5000,3,B,8.88,debt_consolidation,304800.0,6 years,Source Verified,RENT,TX,1.63,8.0,3160.96,151.36,1.59,Charged Off,0,-0.41761899445124373
22000,3,A,6.17,debt_consolidation,90996.0,9 years,Verified,MORTGAGE,FL,17.46,30.0,24156.469792894703,0.0,0.0,Fully Paid,1,0.12445434422014445
4000,3,D,14.83,moving,67200.0,5 years,Source Verified,RENT,CA,22.09,31.0,4763.6059446104,0.0,0.0,Fully Paid,1,0.18792774684016544
12400,3,B,9.99,debt_consolidation,80000.0,4 years,Verified,MORTGAGE,IL,17.13,23.0,14067.274252808702,0.0,0.0,Fully Paid,1,0.14950060826484335
1500,5,C,12.61,moving,60000.0,9 years,Not Verified,RENT,NY,16.56,32.0,1890.7497845258,0.0,0.0,Fully Paid,1,0.1716293630986785
2000,3,C,12.61,other,30000.0,10+ years,Verified,MORTGAGE,IL,0.4,3.0,2368.1170930967,0.0,0.0,Fully Paid,1,0.18199978103906678
7000,3,B,8.88,debt_consolidation,55000.0,4 years,Not Verified,RENT,CA,7.61,21.0,7764.8702631044,0.0,0.0,Fully Paid,1,0.11395683517750732
12000,5,F,18.54,debt_consolidation,113000.0,10+ years,Not Verified,MORTGAGE,NJ,15.99,50.0,17040.7440694454,0.0,0.0,Fully Paid,1,0.25386816980917626
8500,3,A,6.17,debt_consolidation,23000.0,< 1 year,Not Verified,RENT,NY,22.9,44.0,5444.25,3.15,0.0,Charged Off,0,-0.38663194323115513
13200,3,C,12.23,debt_consolidation,76000.0,4 years,Verified,RENT,CA,20.34,17.0,15715.0219982627,0.0,0.0,Fully Paid,1,0.17723209657660943
15600,3,A,6.17,credit_card,110000.0,< 1 year,Source Verified,MORTGAGE,TX,2.0,31.0,16911.2366231194,0.0,0.0,Fully Paid,1,0.10364788966932226
12250,5,C,12.98,major_purchase,55500.0,5 years,Not Verified,MORTGAGE,CA,10.01,19.0,15303.7479076317,0.0,0.0,Fully Paid,1,0.1675255855596658
5250,3,A,5.79,major_purchase,78000.0,10+ years,Source Verified,OWN,TX,16.29,22.0,5697.930555966999,0.0,0.0,Fully Paid,1,0.09918376097192905
12000,5,C,13.72,debt_consolidation,68004.0,7 years,Not Verified,MORTGAGE,FL,19.55,24.0,15295.4385065347,0.0,0.0,Fully Paid,1,0.1866010393755564
9000,3,A,5.42,debt_consolidation,95000.0,10+ years,Verified,MORTGAGE,FL,2.06,29.0,9744.8468069829,0.0,0.0,Fully Paid,1,0.0948537437519843
15000,3,E,15.95,credit_card,105000.0,2 years,Source Verified,MORTGAGE,CA,11.3,35.0,17872.830228375,0.0,0.0,Fully Paid,1,0.17875594374404535
20000,5,F,18.54,debt_consolidation,105000.0,6 years,Verified,MORTGAGE,IL,17.25,29.0,30825.4200000002,0.0,0.0,Fully Paid,1,0.2870639913208848
16750,3,D,14.09,debt_consolidation,39996.0,4 years,Source Verified,RENT,NJ,20.55,13.0,20570.4900466836,0.0,0.0,Fully Paid,1,0.20074588844743957
25000,3,B,9.99,debt_consolidation,90000.0,2 years,Source Verified,RENT,CA,8.96,29.0,29037.586774681407,0.0,0.0,Fully Paid,1,0.1704503534168358
10750,3,A,6.17,debt_consolidation,80000.0,4 years,Verified,MORTGAGE,CA,15.94,27.0,11462.5530109723,0.0,0.0,Fully Paid,1,0.08173378553078625
15000,3,A,6.17,moving,60000.0,4 years,Verified,RENT,NY,1.72,21.0,15077.27,0.0,0.0,Fully Paid,1,0.034284197696384355
10000,3,C,12.23,car,45000.0,1 year,Source Verified,RENT,CA,5.89,7.0,11997.4442298422,0.0,0.0,Fully Paid,1,0.19826538630183532
7000,3,C,13.35,credit_card,34000.0,5 years,Not Verified,OWN,TX,24.74,25.0,8534.0987161028,0.0,0.0,Fully Paid,1,0.21241245476678783
15000,3,D,14.83,debt_consolidation,88000.0,10+ years,Source Verified,RENT,NY,17.32,22.0,18676.1779794038,0.0,0.0,Fully Paid,1,0.23135575418860754
22000,3,D,14.09,wedding,60000.0,1 year,Source Verified,OWN,CA,9.06,27.0,26618.659213937797,0.0,0.0,Fully Paid,1,0.200745888447452
4800,3,A,6.54,car,20400.0,< 1 year,Source Verified,RENT,CA,10.94,12.0,5299.6032260133,0.0,0.0,Fully Paid,1,0.12883163603441106
6400,3,A,6.54,debt_consolidation,76644.0,2 years,Verified,RENT,CA,19.41,33.0,6712.8656907492,0.0,0.0,Fully Paid,1,0.08608054463649539
8000,3,C,13.72,car,55000.0,10+ years,Source Verified,MORTGAGE,CA,12.92,21.0,9804.6972885826,0.0,0.0,Fully Paid,1,0.21712157514178765
5000,3,C,13.72,home_improvement,30000.0,< 1 year,Source Verified,RENT,NJ,7.24,4.0,6128.435671742295,0.0,0.0,Fully Paid,1,0.21712157514178765
3125,3,C,12.61,debt_consolidation,20400.0,3 years,Source Verified,RENT,CA,20.53,6.0,3769.5683528281,0.0,0.0,Fully Paid,1,0.2030472265933183
15000,3,A,6.91,credit_card,48000.0,5 years,Source Verified,RENT,CA,9.7,21.0,16651.6468266575,0.0,0.0,Fully Paid,1,0.13322544682860382
20000,3,A,6.54,debt_consolidation,192000.0,< 1 year,Source Verified,MORTGAGE,CA,6.5,18.0,16711.6135476161,0.0,0.0,Fully Paid,1,0.10801123766906695
14500,5,C,13.72,debt_consolidation,30000.0,2 years,Source Verified,OWN,FL,17.88,22.0,14830.2160193773,0.0,0.0,Fully Paid,1,0.06492529423842242
4500,3,C,12.61,debt_consolidation,55362.0,3 years,Verified,RENT,TX,23.12,27.0,4859.72,4393.54,1537.61,Charged Off,0,-0.7220819661360485
7500,5,E,17.06,wedding,30000.0,6 years,Verified,RENT,FL,12.8,5.0,11198.059403075,0.0,0.0,Fully Paid,1,0.26602520479836933
25000,3,B,9.99,credit_card,48000.0,10+ years,Verified,RENT,IL,19.4,15.0,29037.951034776,0.0,0.0,Fully Paid,1,0.1704503534168358
7000,5,C,13.35,credit_card,45000.0,10+ years,Not Verified,RENT,NY,23.04,20.0,9631.6727502969,0.0,0.0,Fully Paid,1,0.21486611991474258
12000,3,A,6.91,debt_consolidation,40000.0,8 years,Not Verified,MORTGAGE,TX,17.07,29.0,13246.863101769804,0.0,0.0,Fully Paid,1,0.11239112078092317
9000,3,A,5.79,credit_card,53000.0,4 years,Source Verified,RENT,CA,21.85,11.0,7587.8927748887,0.0,0.0,Fully Paid,1,0.11997587724291137
10000,5,B,9.62,home_improvement,50500.0,10+ years,Verified,MORTGAGE,IL,15.52,23.0,12455.3800000032,0.0,0.0,Fully Paid,1,0.16562410184594922
25000,5,E,17.06,debt_consolidation,145000.0,10+ years,Verified,MORTGAGE,TX,20.57,41.0,37326.9771608745,0.0,0.0,Fully Paid,1,0.266025204798376
13000,5,B,9.99,credit_card,32000.0,2 years,Source Verified,MORTGAGE,TX,19.73,30.0,16568.815758277,0.0,0.0,Fully Paid,1,0.1704133913475947
12000,3,C,12.23,debt_consolidation,62500.0,7 years,Not Verified,RENT,TX,14.82,13.0,14254.709684771398,0.0,0.0,Fully Paid,1,0.17723209657661232
5000,3,C,13.72,home_improvement,39996.0,2 years,Not Verified,RENT,NY,4.65,4.0,6128.3235257061915,0.0,0.0,Fully Paid,1,0.21712157514178765
2400,3,C,13.72,other,30000.0,2 years,Verified,RENT,TX,12.88,26.0,2941.2039602599,0.0,0.0,Fully Paid,1,0.19603278931060797
15000,3,B,8.88,debt_consolidation,45000.0,3 years,Not Verified,RENT,NY,10.48,17.0,16567.9171663098,0.0,0.0,Fully Paid,1,0.11395683517750732
15000,3,B,8.88,credit_card,87000.0,6 years,Verified,RENT,CA,11.03,22.0,8850.77,297.71,3.63,Charged Off,0,-0.4844666514201522
10800,3,B,10.36,debt_consolidation,78000.0,2 years,Not Verified,MORTGAGE,NJ,15.49,10.0,12611.802869418,0.0,0.0,Fully Paid,1,0.17500119744592935
2500,5,F,18.17,moving,52000.0,< 1 year,Source Verified,RENT,CA,6.72,14.0,3491.8072721114,0.0,0.0,Fully Paid,1,0.2395243439445487
13000,3,B,8.88,debt_consolidation,24996.0,2 years,Not Verified,OWN,NJ,16.8,33.0,14627.2399186532,0.0,0.0,Fully Paid,1,0.13599194829925443
1000,3,B,10.36,credit_card,73164.0,10+ years,Not Verified,MORTGAGE,CA,16.89,42.0,1093.902523732,0.0,0.0,Fully Paid,1,0.10862054557156808
8400,3,C,13.72,debt_consolidation,55000.0,< 1 year,Not Verified,RENT,TX,9.45,13.0,9926.0782024469,0.0,0.0,Fully Paid,1,0.173783737395506
5500,3,B,10.36,medical,12000.0,5 years,Not Verified,RENT,IL,11.7,6.0,2357.33,218.33,38.9538000028,Charged Off,0,-0.7901942373792605
7000,5,B,9.99,debt_consolidation,40000.0,6 years,Not Verified,RENT,CA,20.88,29.0,8195.149030720799,0.0,0.0,Fully Paid,1,0.13703635796130187
8000,3,C,12.61,credit_card,96000.0,< 1 year,Not Verified,RENT,NY,17.54,28.0,2325.11,990.56,177.2658,Charged Off,0,-0.9940445137294908
8200,5,D,14.83,debt_consolidation,44000.0,3 years,Verified,MORTGAGE,TX,23.15,19.0,9069.5154351807,0.0,0.0,Fully Paid,1,0.1064087314297073
17000,5,B,9.62,home_improvement,120000.0,10+ years,Not Verified,MORTGAGE,NY,7.35,38.0,14288.11,1041.0,10.4099999981,Charged Off,0,-0.058057336383859126
4800,3,A,6.17,debt_consolidation,82729.0,8 years,Source Verified,OWN,TX,14.98,40.0,5182.4978585611,0.0,0.0,Fully Paid,1,0.10364788966931937
2500,3,A,5.79,debt_consolidation,40000.0,8 years,Not Verified,RENT,FL,14.7,26.0,2198.78,7.25,0.0,Charged Off,0,-0.07902039477046097
13000,3,A,6.91,debt_consolidation,37200.0,5 years,Source Verified,MORTGAGE,FL,5.03,7.0,14227.1181185545,0.0,0.0,Fully Paid,1,0.11239112078092628
14000,3,C,12.61,debt_consolidation,56004.0,2 years,Source Verified,RENT,NY,18.56,21.0,16888.045657923907,0.0,0.0,Fully Paid,1,0.20304722659330254
4000,3,D,14.46,major_purchase,80000.0,3 years,Source Verified,RENT,CA,20.63,15.0,4954.668023740301,0.0,0.0,Fully Paid,1,0.22659315849587935
